ja,zh_Hans
首狩りウサギ,枭首兔
ボールアニマル,圆球兽
アーマービースト,铠甲野兽
かぎづめモグラ,钩爪鼹鼠
大ナマケモノ,大地懒
樹の下の大王,树下大王
フィンドホーン,大角鹿
ゴールドホーン,金角鹿
ドゥームバイソン,毁灭野牛
森の破壊者,森林破坏者
クリムゾンネイル,赤爪熊
魂の裁断者,灵魂裁断者
スリーパーウーズ,催眠粘液怪
ポイズンウーズ,猛毒粘液怪
バーストウーズ,爆炸粘液怪
フレイムウーズ,火焰粘液怪
這い寄りし暗殺者,潜行刺客
深海の王者,深海王者
森林ガエル,森林蛙
呪いガエル,诅咒蛙
大王ガエル,大王蛙
永劫の玄王,永劫玄王
魔界の武王,魔界武王
はさみカブト,剪刀甲虫
羽ばたきカブト,振翅甲虫
ビートルロード,甲虫之王
大王ヤンマ,大王蜻蜓
軍隊バチ,行军蜂
神蜂,神蜂
マッドワーム,淤泥蠕虫
メルトワーム,溶土蠕虫
シンリンチョウ,森林蝶
アヤカシアゲハ,幻惑凤蝶
ヘルパピヨン,地狱蝶
ベノムスパイダー,毒蜘蛛
バインドスレッド,丝缚蜘蛛
メタルニードル,金属尖刺
ヒュージアント,巨蚁
メデューサツリー,美杜莎之树
かみつき草,啃咬草
人喰い草,食人草
邪悪な花びら,邪恶花瓣
破滅の花びら,破灭花瓣
火喰い鳥,食火鸟
鮮血の担い手,鲜血搬运者
シャインバード,闪光鸟
カーマインビーク,深红尖喙
ルシファーホーク,路西法之鹰
いかずちクラゲ,闪电水母
らいじんクラゲ,雷神水母
しびれクラゲ,麻痹水母
大王クラゲ,大王水母
切り裂きトビウオ,开膛飞鱼
シザースクラブ,巨钳蟹
メタルシザース,金属巨钳
死を呼ぶ骨竜,召亡骨龙
とこしえの魔竜,远古魔龙
グリンソルジャー,苍翠尖兵
グリンウォリアー,苍翠战士
グリンヴァルド,苍翠术士
グリンドルイド,苍翠德鲁伊
ピクシー,皮克希
アークピクシー,高等皮克希
フォレストオウガ,森林战鬼
フォレストデモン,森林恶魔
全てを刈る影,收割万物之影
デスマンティス,死亡螳螂
ジャイアントモア,大恐鸟
ヒュージモア,巨恐鸟
マンドレイク,曼德拉草
災厄の木の根,灾祸树根
デモンドレイク,恶魔曼德拉草
ワイバーン,双足飞龙
ケルヌンノス,科尔努诺斯
クイーンアント,女王蚁
イワオロペネレプ,伊瓦奥罗佩涅普
世界樹の王,世界树之王
フォレスト・セル,森之细胞
氷の剣士　レン,冰之剑士 莲
呪い師　ツスクル,咒术师 泽丝克露
怒りの火喰い鳥,愤怒的食火鸟
猛毒アゲハ,剧毒凤蝶
エルダーピクシー,长者皮克希
大喰い草,大胃草
グランバインド,巨缚蜘蛛
フランソワマウス,弗朗索瓦鼠
ヒーラーボール,医者圆球兽
チスイコウモリ,噬血蝙蝠
ヨナキガエル,夜啼蛙
呪いヨルガエル,夜咒蛙
スノーウルフ,雪狼
スノードリフト,雪色漫游者
ニードルタイガー,针齿虎
グリンブルスティ,金鬃野猪
フォレストバット,森林蝙蝠
バンパイアバット,吸血鬼蝙蝠
冷酷なる貴婦人,冷酷贵妇
禍乱の姫君,祸乱公主
世界樹の芽,世界树之芽
世界樹の双葉,世界树之双叶
世界樹の四つ葉,世界树之四叶
ルーカサイト,白细胞
レッドコーパスル,红细胞
サーベルタイガー,剑齿虎
泉の魔物,泉中魔物
狂える角鹿,狂角鹿
怒れる野牛,愤怒野牛
密林の殺し屋,密林杀手
ハイキラーアント,高等杀手蚁
ハイガードアント,高等卫兵蚁
水辺の処刑者,水边处刑者
飛来する恐怖,飞来的恐惧
深淵を舞う者,深渊飞舞者
雷竜クローン,雷龙克隆体
炎竜クローン,炎龙克隆体
氷竜クローン,冰龙克隆体
ナイフ,小刀
ファングダガー,尖牙匕首
ボアスピアソード,猪牙剑
ブロードソード,阔剑
レイテルパラッシュ,骑士剑
ヴィーキングソード,维京剑
イクスキューショナー,处刑者
ダマスカスブレード,大马士革钢剑
クリシュマルド,克里希马德刺剑
ラストエストック,终结穿刺剑
ボーンハチェット,骨制短柄斧
ハンドアックス,手斧
セルティス,凿斧
ブロードアックス,阔刃斧
バトルアックス,战斧
ビリオン,鸟腿斧
タバール,月牙短斧
グレートアックス,巨斧
バルディッシュ,月牙战斧
ハルバード,斧枪
ワンド,短杖
ロックブレイカー,碎岩者
リトルラビリス,小头双刃斧
フランシスカ,弗朗奇斯卡手斧
ブージ,布吉战斧
ファッシアクス,权柄之斧
壊炎の戦斧,坏炎战斧
星砕きの戦斧,碎星战斧
ハチェット,短柄斧
スタッフ,长杖
ボーンステッキ,骨制手杖
ボーンメイス,骨制矛锤
フェザースタッフ,羽饰长杖
ボーンフレイル,骨制链枷
ジュエルスタッフ,珠光长杖
バトルメイス,战斗矛锤
幸運の杖,幸运之杖
モルゲンステルン,晨星杖
クリスタルロッド,水晶之杖
ウォーハンマー,战争重锤
アルカナワンド,阿尔卡那短杖
賢者の杖,贤者之杖
大太刀,大太刀
キシドーブレード,骑士道之剑
九字乃定,九字乃定
氷雨丸,冰雨丸
ウッドボウ,木弓
エナメルボウ,珐琅弓
ショートボウ,短弓
獣の大弓,野兽大弓
ハードスリング,强击投石索
ロングボウ,长弓
ヒンディ,印地弓
セルフボウ,单弓
ハンティングボウ,猎弓
コンポジットボウ,复合弓
ラップドボウ,强化弓
星天の長弓,星天长弓
滋藤弓,重藤弓
ウォーボウ,战弓
アルバレスト,强弩
ガストラフェテース,腹张弩
ザミエルボウ,萨米尔之弓
アーチドロワー,虹弧描绘者
ライトウィップ,轻巧长鞭
ファングウィップ,尖牙长鞭
レザーウィップ,皮制长鞭
イバラの鞭,荆棘之鞭
ネイルウィップ,锐爪长鞭
エッジウィップ,利刃长鞭
パープルチェイン,深紫锁链
ラバーウィップ,胶皮长鞭
ワインドウィップ,缠绕长鞭
切り裂き鞭,开膛鞭
ハートシューター,穿心者
九節鞭,九节鞭
クイーンズナイン,九尾女王
クヌート,克努特鞭
死者の鞭,死者之鞭
ヘブンクラッパー,天国引路者
クイーンズボンテージ,绑缚女王
ライトニングウィップ,雷霆长鞭
アルルーナウィップ,爱娜温长鞭
ツイード,粗毛衣
レザージャーキン,皮夹克
カフタンリーフ,绿意长袍
レザーベスト,皮背心
ハードレザーアーマー,硬皮铠甲
ブレストプレート,胸甲
ダブレット,紧身短衣
バフコート,裘皮外套
ブリオー,布里奥特长衫
チェインメイル,锁子甲
カフタンフラワー,鲜花长袍
リーフチュニック,树叶短袍
アイアンブレスト,钢铁胸甲
リングメイル,铁环甲
ウッドダブレット,香木紧身衣
ウィングコート,迎风外套
鎧１８,铠甲18
スタデッドベスト,镶钉背心
カフタンドレス,礼装长袍
コートハーディ,及臀外套
ロリカセグメンタータ,环片甲
セブンスダブレット,七彩紧身衣
サーコート,铠甲罩衣
鎧２６,铠甲26
タイガージャーキン,虎皮夹克
フェアリーローブ,妖精长袍
ダークチュニック,暗黑短袍
ロリカブラックド,黑钢甲
リカリスダブレット,甘草紧身衣
ワイバーンメイル,飞龙编织甲
ジャザラント,加扎兰鳞甲
デモンジャーキン,恶魔夹克
ルーンツイード,符文粗毛衣
ルーンチュニック,符文短袍
ブラッドチェイン,血红锁甲
コンポジットアーマー,复合铠甲
アズライトダブレット,石青紧身衣
ブラッドサーコート,鲜血铠甲罩衣
ディノブレスト,暴龙胸甲
バーサーカーメイル,狂战士编织甲
シルフィードベスト,风精灵背心
聖騎士の鎧,圣骑士之铠
ミラージュベスト,幻影背心
ウロボロスローブ,衔尾蛇长袍
エンジェルローブ,天使长袍
フェアリーチェイン,妖精锁甲
緋緋色金二枚胴具足,绯绯色金二枚胴具足
呪詛の鎖,诅咒锁链
世界樹のコート,世界树外套
火竜のコート,火龙外套
氷竜のコート,冰龙外套
雷竜のコート,雷龙外套
木彫りの髪飾り,木雕发饰
レザーハット,皮帽
羽根つき帽子,羽饰帽子
チェインヘルム,锁甲头盔
ラバーヘッド,胶皮帽
スケイルヘルム,鳞制头盔
スケイルキャップ,重鳞头罩
枯森の髪飾り,枯森发饰
タイガーキャップ,虎皮帽子
ルーンサークレット,符文头环
ブラッドヘルム,鲜血头盔
アンゼリカキャップ,天使护士帽
毛糸の手袋,毛线手套
レザーグローブ,皮手套
フェザーグローブ,羽饰手套
チェイングローブ,锁甲手套
ベアグローブ,熊皮手套
ラバーグローブ,胶皮手套
堅殻の手甲,坚壳手甲
枯森の手袋,枯森手套
タイガーグローブ,虎皮手套
ルーングローブ,符文手套
鮮血のガントレット,鲜血臂铠
ブレイブガントレット,勇气臂铠
シャドウグラブ,暗影手套
アタノールオリジン,原型炼金护手
緋緋色金小手,绯绯色金护手
毒手,毒手
タージェ,小盾
レザーシールド,皮盾
アスピス,椭圆盾
ヒーターシールド,斗盾
ラバーシールド,胶皮盾
タワーシールド,塔盾
シャドウアスピス,暗影椭圆盾
シルバーシールド,银盾
カイザーシールド,凯撒之盾
天使の盾,天使之盾
聖騎士の盾,圣骑士之盾
殺戮の盾,杀戮之盾
リーフサンダル,树叶凉鞋
レザーブーツ,皮靴
フェザーブーツ,羽饰靴
チェイングリーブ,锁甲护胫
モカシン,莫卡辛鞋
スケイルブーツ,鳞制靴
妖精のブーツ,妖精之靴
タイガーグリーブ,虎皮护胫
フレイムグリーブ,火焰护胫
ブライトサンダル,光辉凉鞋
クリムゾンレギンズ,真红紧身裤
フォレストランナー,森林跑者
革のベルト,皮腰带
レザーリング,皮指环
朱実の守り,红树果护符
フラワーネックレス,花环项链
リトルシザース,小蟹钳坠饰
輝石のリング,辉石指环
リーフケープ,树叶披肩
ファイアリング,火焰指环
星つづり,星星串链
巨象の牙飾り,巨象牙护符
化石の首飾り,化石项链
アリゲーターマント,鳄鱼皮斗篷
ベッ甲の二連指輪,玳瑁二连指环
海の守り,大海护符
ブルーリング,湛蓝指环
真紅の外套,鲜红外套
鬼の護符,鬼之护符
バラの首飾り,玫瑰项链
ロイヤルリング,皇家指环
金糸のケープ,金丝披肩
大天使のお守り,大天使护符
退魔のペンダント,退魔坠饰
クリスタルアイ,水晶之眼
ルビニ,鲁比尼之石
サピロス,萨匹洛斯之石
トパゾス,托帕佐斯之石
トリトス,托里托斯之石
アダマース,阿达玛斯之石
ユグラドール,世界树玩偶
オカリナ,奥卡利那笛
リュート,鲁特琴
フルート,长笛
キタラ,基萨拉琴
アウロス,阿夫洛斯管
エンジェルハープ,天使竖琴
シュリンクス,西琳克丝排箫
エトリアの勲章,埃托利亚勋章
エトリアの王冠,埃托利亚王冠
世界樹の指輪,世界树指环
世界樹の首飾り,世界树项链
小さな牙,小牙齿
柔らかい皮,柔软的毛皮
小動物の骨,小动物的骨头
硬質の殻,硬质甲壳
小さい花,小花
複眼,复眼
エナメル質の角,珐琅质的角
植物のツル,植物藤蔓
木炭,木炭
伸縮する皮,有伸缩性的毛皮
硬質のトゲ,硬质棘刺
金属質の突角,金属质的突角
ごわごわした皮,粗糙的毛皮
蜜のかけら,蜜块
苦ヨモギ,苦艾草
朱色の木の実,红色的树果
白石,白石
輝石,辉石
石像のカケラ,石像的碎片
大きな獣牙,大兽牙
巨大な鋭牙,巨大的利齿
純白の薄皮,纯白的薄皮
ねばつく液体,粘稠液体
真鉄の小塊,小块纯铁
粘着質の糸,黏性的丝
曲がった大爪,弯曲的大爪
軽量の堅木,轻盈的硬木
鮮やかな花ビラ,色彩鲜艳的花瓣
星型の種子,星形种子
香木,香木
しなやかなツル,柔韧的藤蔓
大鳥の羽,大鸟的羽毛
弓なりの尾骨,弓形的尾骨
赤玉石,赤玉石
真鉄の殻,纯铁的甲壳
肉厚の丸葉,厚实的圆叶子
大鳥の小爪,大鸟的小爪
虎の鉄牙,老虎的铁牙
虎の毛皮,老虎的毛皮
クズ真鉄,纯铁屑
砕けた化石,破碎的化石
熊の毛皮,熊的毛皮
大鳥の肢,大鸟的腿
真鉄の薄殻,纯铁的薄壳
濃紫の尾針,深紫尾针
森王の角,森王的角
飛竜の翼,飞龙的翅膀
飛竜の牙笛,飞龙的牙笛
大王の牙,大王的牙齿
岩サンゴ,岩珊瑚
輝くガラス眼,闪闪发光的玻璃眼
鋼鉄の小骨片,钢铁的小骨片
鋼鉄の骨片,钢铁的骨片
コウモリの翼,蝙蝠的翅膀
虹色の体液,彩虹色的体液
切り裂き爪,开膛利爪
濃赤の毛皮,深红的毛皮
真紅の牙,鲜红的牙齿
剣魚の柔ヒレ,剑鱼的软鳍
大カニの曲肢,大螃蟹的曲肢
蟻の蜜塊,蚂蚁的蜜块
トゲ巻貝,刺螺
コランダム原石,刚玉原石
巨大な水ヒレ,巨大的水鳍
硬質のワニ皮,硬质鳄鱼皮
熱いネズミ皮,火热的老鼠皮
炎の尻尾,炎尾
純白の虎皮,纯白的虎皮
純白の虎牙,纯白的虎牙
黄金の鹿角,黄金的鹿角
ジャ香,麝香
壊れた巨眼,损坏的巨眼
混銀の巨眼,混银的巨眼
死神の鎌,死神之镰
大鳥の足腱,大鸟的足腱
枯れたツル,枯萎的藤蔓
変種祓い根,变种祛邪根
堅石のかけら,坚石碎片
墨塊,墨块
枯森の布材,枯森的布料
枯森の枝材,枯森的枝材
妖精の羽,妖精翅
妖精の蜜,妖精蜜
赤鳥の羽毛,赤鸟的羽毛
赤鳥のクチバシ,赤鸟的喙
乾いた木桃,干木桃
女王の赤糸,女王的赤丝
女王の紫糸,女王的紫丝
ロサカニナ,狗牙蔷薇
ダマスカスの大爪,大马士革大爪
ダマスカス鋼片,大马士革钢片
カリナン,库里南原石
冬虫夏草,冬虫夏草
樹蜜酒,树蜜酒
天鉄のカギ爪,天铁的钩爪
王者のホホ皮,王者的脸颊皮
ウーズの水晶核,粘液怪的水晶核
しなる蜘蛛糸,韧性蛛丝
真紅の毛皮,鲜红的毛皮
真紅の鮮血,鲜红血液
黄金の甲殻,黄金的甲壳
深青の鮮血,深青血液
黄金の毛皮,黄金的毛皮
黄金の突牙,黄金的突牙
黄金の角,黄金的角
天鉄の甲殻,天铁的甲壳
天鉄の大爪,天铁的大爪
エンゼルウィング,天使之羽
骨竜の胸殻,骨龙的胸壳
呪いのまだら牙,诅咒的斑纹牙
王者のワニ皮,王者的鳄鱼皮
世界樹の聖骸,世界树的圣骸
緋の結晶,绯红结晶
三色混石,三彩石
頭状の世界樹根,头状的世界树根
腕状の世界樹根,臂状的世界树根
足状の世界樹根,腿状的世界树根
金属糸,金属丝
水晶のツル,水晶藤蔓
水晶花,水晶花
謎の壁材,神秘壁材
水晶の壁材,水晶壁材
翠の結晶,翠绿结晶
蒼の結晶,苍蓝结晶
森鬼の背甲,森鬼的背甲
森鬼の腕甲,森鬼的臂甲
森鬼の腕羽,森鬼的臂羽
森鬼の頭飾り,森鬼的头饰
千年甲殻,千年甲壳
無傷の千年甲殻,无损的千年甲壳
妖かしのリンプン,幻惑鳞粉
悪魔の黒根,恶魔的黑根
結晶状の尾羽,结晶状的尾羽
呪い牙の芯部,咒牙的牙芯
黄金の風切り羽,黄金的飞羽
煉獄蝶の羽根,炼狱蝶翅
穴あきの鉄肢,开孔的铁肢
緋緋色金の頭骨,绯绯色金头骨
緋緋色金の骨髄,绯绯色金骨髓
呪われた鎖,受诅咒的锁链
剣状の肋骨,剑状的肋骨
火竜の皮,火龙的皮
氷竜の皮,冰龙的皮
雷竜の皮,雷龙的皮
竜の玉礎,龙之基核
火竜の牙,火龙的牙齿
石像の豪腕,石像的豪腕
魔獣の瞳,魔兽的眼瞳
凍てつく翼骨,冰冻的翼骨
魔神の礎,魔神的核心
怪鳥の影羽,怪鸟的影羽
雷竜のヒゲ,雷龙的胡须
華王の蔓草,花王的蔓草
森王のタテガミ,森王的鬃毛
濡れた紫糸,湿润的紫丝
濡れた赤糸,湿润的赤丝
黄の結晶,明黄结晶
蝶のリンプン,蝴蝶鳞粉
眩めくリンプン,炫目鳞粉
奇怪な果実,奇怪的果实
十字の種子,十字种子
霧仙人掌,雾仙人掌
世界樹の小葉,世界树的小片叶
世界樹の中葉,世界树的中片叶
世界樹の大葉,世界树的大片叶
メディカⅤ,药水Ⅴ
ハマオプライム,优质神酒
ソーマ,灵药
ソーマプライム,优质灵药
ネクタルⅢ,蜜酒Ⅲ
アクセラ,提神香
アクセラⅡ,提神香Ⅱ
アクセラⅢ,提神香Ⅲ
ブレイバントⅡ,勇士补药Ⅱ
ストナードⅡ,刚硬石胶Ⅱ
絶耐ミスト,全抗喷雾
獣避けの金鈴,避兽金铃铛
マップイベント,地图事件
神秘の水,神秘之水
お水,水
空きビン,空瓶
ガラクタ入りの箱,装满破烂的箱子
壊れた首飾り,坏掉的项链
シュザンランの種,休赞兰的种子
金の石,金石头
白銀の石,白银石头
手作りチーズ,特制手工奶酪
怪しいピンクの粉,可疑的粉色粉末
幸運のコイン,幸运硬币
折れた剣,折断的剑
欠けたオノ,破损的斧头
割れたワンド,断裂的短杖
最高の薬,最好的药
ただ一つの花,唯一之花
お花の種,花种
磁空石,磁空石
水晶のカケラ,水晶碎片
紫水晶のカケラ,紫水晶碎片
カードキー,磁卡
世界樹の聖杯,世界树的圣杯
小さな金属の筒,小金属筒
虹色に輝く円盤,七彩缤纷的圆盘
柔らかいビン,柔软的瓶子
穴の空いたコイン,有个洞的硬币
二つ折りの機械,对折的机械
伝説の鳥の羽根,传说之鸟的羽毛
巨大なダイヤ,巨大的钻石
漆黒のダイヤ,漆黑的钻石
虹色のダイヤ,彩虹色的钻石
秘伝の書,秘传书
呪いの鈴,诅咒铃铛
迷宮の地図,迷宫地图
執政院からの親書,执政院的文书
氷づけの腕,被冻住的手臂
アンク型のパーツＡ,安卡形状的零件A
アンク型のパーツＢ,安卡形状的零件B
アンク型のパーツＣ,安卡形状的零件C
アンク型のパーツＤ,安卡形状的零件D
アンク型のパーツＥ,安卡形状的零件E
収束装置,收束装置
七色のバンダナ,七色的头巾
真珠の石,珍珠石
伝説の肉,传说之肉
ＡＴＫブースト,ATK提升
ＤＥＦブースト,DEF提升
斧マスタリー,斧精通
ダブルアタック,双重攻击
ウォークライ,战争咆哮
ヘルズクライ,地狱咆哮
アームリカバリー,手臂复原
パワークラッシュ,奋力碎击
スタンスマッシュ,震慑猛击
ヘッドバッシュ,头部重击
レイジングエッジ,踏步斩
トルネード,旋风斩
ハヤブサ駆け,飞隼突击
チェイスファイア,烈火追击
チェイスショック,震电追击
チェイスフリーズ,冰寒追击
猛進逃走,猛进逃跑
弓マスタリー,弓精通
アクトファースト,快如闪电
先制ブースト,先制提升
アザーズステップ,战术步法
トリックステップ,诡诈步法
ファストステップ,加速步法
パワーショット,强劲射击
ダブルショット,双重射击
エイミングフット,瞄准腿部
サジタリウスの矢,射手座之箭
シャドウエントリ,暗影潜藏
逃走準備,逃离准备
先制ブロック,阻止先制
警戒歩行,警戒步行
オウルアイ,猫头鹰之眼
オートガード,自动格挡
フロントガード,前排守护
バックガード,后排守护
パリング,招架
渾身ディフェンス,全力防御
シールドスマイト,盾击
キュア,治疗术
キュアⅡ,治疗术Ⅱ
鞭マスタリー,鞭精通
ブーストアップ,战意强化
憤怒の力,愤怒之力
ヘッドボンデージ,头部束缚
アームボンデージ,臂部束缚
レッグボンデージ,腿部束缚
エクスタシー,忘我一击
ジエンド,终结一击
ヒュプノバイト,睡神突刺
ショックバイト,休克突刺
カタストロフ,灾厄一击
トラッピング,诱捕
ドレインバイト,吸血突刺
ミラージュバイト,幻影突刺
一閃ブースト,一闪提升
無明の極,无明的极致
息吹,吐纳
踏み袈裟,前踏袈裟斩
上段の構え,上段架势
斬馬,斩马
ツバメがえし,燕返
卸し焔,下劈焰斩
青眼の構え,青眼架势
一寸の見切り,一寸看破
小手討ち,斩指
雷耀突き,雷耀突刺
居合の構え,居合架势
首討ち,斩首
貫突,贯突
抜刀氷雪,拔刀冰雪
回復マスタリー,恢复精通
戦後手当,战后疗伤
博識,博学
ＴＰリカバリー,TP复原
キュアⅢ,治疗术Ⅲ
エリアキュア,群体治疗术
エリアキュアⅡ,群体治疗术Ⅱ
リザレクション,复苏
医術防御,医术防御
ヘヴィストライク,沉重打击
医術防御Ⅱ,医术防御Ⅱ
リジェネレート,再生术
キャンプ処置,野营包扎
毒マスタリー,毒精通
火の術式,火之术式
火炎の術式,火焰之术式
大爆炎の術式,大爆炎之术式
氷の術式,冰之术式
氷結の術式,冰冻之术式
大氷嵐の術式,大冰暴之术式
雷の術式,雷之术式
電撃の術式,电击之术式
大雷嵐の術式,大雷暴之术式
毒の術式,毒之术式
毒霧の術式,毒雾之术式
千里眼の術式,千里眼之术式
帰還の術式,归还之术式
歌マスタリー,歌唱精通
ホーリーギフト,神圣赠礼
猛き戦いの舞曲,雄壮的战斗舞曲
聖なる守護の舞曲,神圣的守护舞曲
韋駄天の舞曲,韦驮天舞曲
火劇の序曲,火剧序曲
氷劇の序曲,冰剧序曲
雷劇の序曲,雷剧序曲
沈静なる奇想曲,沉静的随想曲
蛮族の行進曲,蛮族进行曲
火幕の幻想曲,火幕幻想曲
氷幕の幻想曲,冰幕幻想曲
雷幕の幻想曲,雷幕幻想曲
癒しの子守唄,治愈摇篮曲
破邪の鎮魂歌,破邪镇魂曲
糸巻き戻り,重卷丝线
呪言マスタリー,咒言精通
先制スタナー,先手震慑
力祓いの呪言,消力之咒言
軟身の呪言,软身之咒言
足違えの呪言,痹足之咒言
重苦の呪言,重苦之咒言
封の呪言：頭首,封之咒言：头首
封の呪言：上肢,封之咒言：上肢
封の呪言：下肢,封之咒言：下肢
幻惑の呪言,幻惑之咒言
昏睡の呪言,昏睡之咒言
罪咎の呪言,罪咎之咒言
畏れよ、我を,恐惧之语
命ず、自ら裁せよ,命令，自裁吧
命ず、輩を喰らえ,命令，吞噬同伴吧
命ず、言動能わず,命令，无法动弹
ペイントレード,痛苦交易
殺気解放,杀气解放
恐怖の眼光,恐怖目光
シルバーファング,白银之牙
首刈り斬り,枭首
いらつく羽音,不快翅音
腕縛りの触手,缚臂触手
ひきさく豪腕,撕裂豪腕
ひきさく大爪,撕裂大爪
鮮血の大爪,鲜血大爪
するどい大針,锐利大针
解除の光,解除之光
音速のリズム,音速节奏
雷の息吹,雷之气息
腕縫いの羽,锁臂之羽
悪魔のクチバシ,恶魔尖喙
絆のハミング,羁绊哼唱
コロシッブオーラ,腐蚀气场
恐怖の咆哮,恐怖咆哮
共鳴,共鸣
森の結界,森之结界
黒い霧,黑雾
凍てつく牙,冰冻之牙
激怒のはさみ,暴怒巨钳
足絡みの糸,缠足之丝
炎の息吹,炎之气息
沈黙の花粉,沉默花粉
混乱の叫び,混乱嚎叫
混乱の歌声,混乱歌声
催眠のリンプン,催眠鳞粉
鉤爪乱舞,钩爪乱舞
炸裂液,爆炸液
残酷な願い,残酷祈愿
しびれ触手,麻痹触手
しびれるキック,麻痹踢击
召喚の歌,召唤之歌
召喚の遠吠え,召唤远嚎
荒れ狂う爪牙,狂暴爪牙
頭絡みの糸,缠头之丝
白い霧,白雾
石化の輝き,石化之光
切断咬,切断啮咬
死神の爪,死神之爪
まるかじり,大口啃咬
千切り咬み,疯狂撕咬
大暴れ,横冲直撞
大鎌斬,大镰斩
大鎌斬首,大镰斩首
大氷弾,大冰弹
雷の矢,雷矢
脱力香,脱力香
腕絡みの糸,缠臂之丝
いらつく鳴き声,不快鸣叫
コロシッブアイ,腐蚀之眼
貫く種子,贯穿种子
手かせのツタ,铐手藤蔓
毒液,毒液
毒の粉,毒粉
麻痺糸,麻痹丝
毒針,毒针
スリープブレス,催眠吐息
呪いの声,诅咒之声
呪いの粉,诅咒粉末
呪いの輝き,诅咒之光
破壊の大顎,破坏大颚
キラーニードル,杀人尖刺
封印の輝き,封印之光
巻きつく糸,缠绕之丝
吹雪の息,暴风雪之息
炎の息,火焰之息
炎の霧,火焰之雾
煉獄の刃,炼狱利刃
火炎の息吹,火焰气息
麻痺毒針,麻痹毒针
乱れ咬み,胡啃乱咬
耳鳴りのトゲ,耳鸣之刺
恐怖のリンプン,恐怖鳞粉
盲目の輝き,致盲之光
盲目の粉,致盲粉末
盲目の液,致盲液体
頭縫いの羽,锁头之羽
ウィングクロー,飞翼利爪
テイルストライク,甩尾打击
大翼の旋風,巨翅旋风
高空からの閃光,来自高空的闪光
ホーンラッシュ,号角猛攻
スマッシュコンボ,凶猛连击
ハリケーンパンチ,飓风拳击
死の眼光,死之目光
クロスカウンター,反击
かみくだき,咬碎
女王の鉄槌,女王铁锤
増援,增援
ねばつく糸,粘稠之丝
ホーリークイーン,神圣女王
体当たり,撞击
サンダーウィング,雷电之翼
フェザースピアー,羽毛尖枪
カオスロア,混沌咆哮
鷲づかみ,抓取
音速の翼,音速之翼
踏み袈裟改,前踏袈裟斩改
息吹改,吐纳改
首討ち改,斩首改
抜刀氷雪改,拔刀冰雪改
弱法師の呪言,弱法师之咒言
禍神の呪言,祸神之咒言
バインドボイス,捆缚之声
サウザンドネイル,千爪攻击
千樹の守り,千树守护
インフェルノ,地狱烈焰
王の威厳,王之威严
エタニティツリー,永恒之树
王の誇り,王之荣耀
サイクロンルーツ,旋风之根
ランドスラッシュ,大地斩击
デモンズラッシュ,恶魔猛攻
ネクローシス,坏死
セルウォール,细胞壁
セルメンブレン,细胞膜
セグメント,分裂重组
デヴァインパワー,神圣力量
デヴァインオーラ,神圣气场
エクスプロウド,大爆炸
フリージング,绝对冰寒
サンダーストーム,闪电风暴
エンタングルレイ,束缚射线
ドラゴンテイル,龙尾横扫
火竜の強襲,火龙强袭
火竜の激震,火龙激震
貫く氷槍,贯穿冰枪
古竜の大盾,古龙大盾
フレイムサイ,火焰印记
スパイダーリリィ,小蜘蛛
自動防御,自动防御
クリティカル上昇,暴击上升
ペトリフヴォイス,石化之声
フラッシュ,闪光
ロックハンマー,巨石之锤
フォースウォール,元素之墙
パワーウォール,力量之墙
白いプラズマ,白色等离子体
赤いプラズマ,红色等离子体
ブラッドサック,吸血
森マイマイ,森林蜗牛
マイマイダイオウ,蜗牛大王
針ネズミ,刺猬
ディアトリマ,冠恐鸟
獣王のシモベ,兽王仆从
雪トカゲ,冰雪蜥蜴
ノヅチ,野槌蛇
大キノコ,大蘑菇
ダイオウキノコ,大王蘑菇
レイヴン,渡鸦
スノーバード,雪鸟
エリマキトカゲ,伞蜥蜴
エリマキブラッド,血红伞蜥蜴
ジュエルリザード,宝石蜥蜴
カーバンクル,红宝石兽
カマイタチ,镰鼬
古代ヤドカリ,古代寄居蟹
スノーゴースト,雪鬼
キューブゼラチン,立方体明胶怪
レッドゼラチン,红明胶怪
ブルーゼラチン,蓝明胶怪
イエローゼラチン,黄明胶怪
ゼラチンキング,明胶怪之王
オオテントウ,大瓢虫
七色テントウ,七彩瓢虫
ディフェンダー,防卫者
紅樹の殺戮者,红树杀戮者
ブラックネイル,黑爪猴
シンリンサイ,森林犀
トリプルホーン,三角犀
死を呼ぶ妖鳥,召亡妖鸟
サイミンフクロウ,催眠猫头鹰
アクタイオン,阿克泰翁
グリュプス,狮鹫
イビルアイ,邪恶之眼
さまよう魔眼,彷徨魔眼
ビッグモス,巨大飞蛾
モスロード,飞蛾之王
クローラー,毛虫
毒牙のイモムシ,毒牙毛虫
ハイクローラー,高等毛虫
スレイプニル,斯雷普尼尔
闇夜の魔馬,暗夜魔马
死霊の兵士,死灵士兵
鮮血の兵士,鲜血士兵
漆黒の魔騎士,漆黑魔骑士
駆け寄る襲撃者,飞奔袭击者
冥界の来訪者,冥界的来客
ヨロイリュウ,铠龙
アイアンアーマー,钢铁铠龙
オオサボテン,大仙人掌
ロードサワロ,王者仙人掌
危ない石像,危险石像
巨大な石像,巨大石像
飛来する黒影,飞袭黑影
ブラックウイング,漆黑之翼
白銀の銃兵,白银火枪兵
緋緋色の剣兵,绯绯色剑兵
フィッシュマン,鱼人
